lon,lat,value
-58.61,-34.34,0
-58.61,-34.33,0
-58.61,-34.32,0
-58.6,-34.93,0
-58.6,-34.92,0
-58.6,-34.91,0
-58.6,-34.9,0
-58.6,-34.89,0
-58.6,-34.88,0
-58.6,-34.87,0
-58.6,-34.86,0
-58.6,-34.85,0
-58.6,-34.84,0
-58.6,-34.83,0
-58.6,-34.82,0
-58.6,-34.81,0
-58.6,-34.8,0
-58.6,-34.79,0
-58.6,-34.78,0
-58.6,-34.77,0
-58.6,-34.76,0
-58.6,-34.75,0
-58.6,-34.74,0
-58.6,-34.73,0
-58.6,-34.72,0
-58.6,-34.71,0
-58.6,-34.7,0
-58.6,-34.69,0
-58.6,-34.68,0
-58.6,-34.67,0
-58.6,-34.66,0
-58.6,-34.65,0
-58.6,-34.64,0
-58.6,-34.63,0
-58.6,-34.62,0
-58.6,-34.61,0
-58.6,-34.6,0
-58.6,-34.59,0
-58.6,-34.58,0
-58.6,-34.57,0
-58.6,-34.56,0
-58.6,-34.55,0
-58.6,-34.54,0
-58.6,-34.53,0
-58.6,-34.52,0
-58.6,-34.51,0
-58.6,-34.5,0
-58.6,-34.49,0
-58.6,-34.48,0
-58.6,-34.47,0
-58.6,-34.46,0
-58.6,-34.45,0
-58.6,-34.44,0
-58.6,-34.43,0
-58.6,-34.42,0
-58.6,-34.41,0
-58.6,-34.4,0
-58.6,-34.39,0
-58.6,-34.38,0
-58.6,-34.37,0
-58.6,-34.36,0
-58.6,-34.35,0
-58.6,-34.34,0
-58.6,-34.33,0
-58.6,-34.32,0
-58.59,-34.93,0
-58.59,-34.92,0
-58.59,-34.91,0
-58.59,-34.9,0
-58.59,-34.89,0
-58.59,-34.88,0
-58.59,-34.87,0
-58.59,-34.86,0
-58.59,-34.85,0
-58.59,-34.84,0
-58.59,-34.83,0
-58.59,-34.82,0
-58.59,-34.81,0
-58.59,-34.8,0
-58.59,-34.79,0
-58.59,-34.78,0
-58.59,-34.77,0
-58.59,-34.76,0
-58.59,-34.75,0
-58.59,-34.74,0
-58.59,-34.73,0
-58.59,-34.72,0
-58.59,-34.71,0
-58.59,-34.7,0
-58.59,-34.69,0
-58.59,-34.68,0
-58.59,-34.67,0
-58.59,-34.66,0
-58.59,-34.65,0
-58.59,-34.64,0
-58.59,-34.63,0
-58.59,-34.62,0
-58.59,-34.61,0
-58.59,-34.6,0
-58.59,-34.59,0
-58.59,-34.58,0
-58.59,-34.57,0
-58.59,-34.56,0
-58.59,-34.55,0
-58.59,-34.54,0
-58.59,-34.53,0
-58.59,-34.52,0
-58.59,-34.51,0
-58.59,-34.5,0
-58.59,-34.49,0
-58.59,-34.48,0
-58.59,-34.47,0
-58.59,-34.46,0
-58.59,-34.45,0
-58.59,-34.44,0
-58.59,-34.43,0
-58.59,-34.42,0
-58.59,-34.41,0
-58.59,-34.4,0
-58.59,-34.39,0
-58.59,-34.38,0
-58.59,-34.37,0
-58.59,-34.36,0
-58.59,-34.35,0
-58.59,-34.34,0
-58.59,-34.33,0
-58.59,-34.32,0
-58.58,-34.93,0
-58.58,-34.92,0
-58.58,-34.91,0
-58.58,-34.9,0
-58.58,-34.89,0
-58.58,-34.88,0
-58.58,-34.87,0
-58.58,-34.86,0
-58.58,-34.85,0
-58.58,-34.84,0
-58.58,-34.83,0
-58.58,-34.82,0
-58.58,-34.81,0
-58.58,-34.8,0
-58.58,-34.79,0
-58.58,-34.78,0
-58.58,-34.77,0
-58.58,-34.76,0
-58.58,-34.75,0
-58.58,-34.74,0
-58.58,-34.73,0
-58.58,-34.72,0
-58.58,-34.71,0
-58.58,-34.7,0
-58.58,-34.69,0
-58.58,-34.68,0
-58.58,-34.67,0
-58.58,-34.66,0
-58.58,-34.65,0
-58.58,-34.64,0
-58.58,-34.63,0
-58.58,-34.62,1
-58.58,-34.61,1
-58.58,-34.6,1
-58.58,-34.59,0
-58.58,-34.58,0
-58.58,-34.57,0
-58.58,-34.56,0
-58.58,-34.55,0
-58.58,-34.54,0
-58.58,-34.53,0
-58.58,-34.52,0
-58.58,-34.51,0
-58.58,-34.5,0
-58.58,-34.49,0
-58.58,-34.48,0
-58.58,-34.47,0
-58.58,-34.46,0
-58.58,-34.45,0
-58.58,-34.44,0
-58.58,-34.43,0
-58.58,-34.42,0
-58.58,-34.41,0
-58.58,-34.4,0
-58.58,-34.39,0
-58.58,-34.38,0
-58.58,-34.37,0
-58.58,-34.36,0
-58.58,-34.35,0
-58.58,-34.34,0
-58.58,-34.33,0
-58.58,-34.32,0
-58.57,-34.93,0
-58.57,-34.92,0
-58.57,-34.91,0
-58.57,-34.9,0
-58.57,-34.89,0
-58.57,-34.88,0
-58.57,-34.87,0
-58.57,-34.86,0
-58.57,-34.85,0
-58.57,-34.84,0
-58.57,-34.83,0
-58.57,-34.82,0
-58.57,-34.81,0
-58.57,-34.8,0
-58.57,-34.79,0
-58.57,-34.78,0
-58.57,-34.77,0
-58.57,-34.76,0
-58.57,-34.75,0
-58.57,-34.74,0
-58.57,-34.73,0
-58.57,-34.72,0
-58.57,-34.71,0
-58.57,-34.7,0
-58.57,-34.69,0
-58.57,-34.68,0
-58.57,-34.67,0
-58.57,-34.66,0
-58.57,-34.65,1
-58.57,-34.64,1
-58.57,-34.63,1
-58.57,-34.62,1
-58.57,-34.61,1
-58.57,-34.6,1
-58.57,-34.59,0
-58.57,-34.58,0
-58.57,-34.57,0
-58.57,-34.56,0
-58.57,-34.55,0
-58.57,-34.54,0
-58.57,-34.53,0
-58.57,-34.52,0
-58.57,-34.51,0
-58.57,-34.5,0
-58.57,-34.49,0
-58.57,-34.48,0
-58.57,-34.47,0
-58.57,-34.46,0
-58.57,-34.45,0
-58.57,-34.44,0
-58.57,-34.43,0
-58.57,-34.42,0
-58.57,-34.41,0
-58.57,-34.4,0
-58.57,-34.39,0
-58.57,-34.38,0
-58.57,-34.37,0
-58.57,-34.36,0
-58.57,-34.35,0
-58.57,-34.34,0
-58.57,-34.33,0
-58.57,-34.32,0
-58.56,-34.93,0
-58.56,-34.92,0
-58.56,-34.91,0
-58.56,-34.9,0
-58.56,-34.89,0
-58.56,-34.88,0
-58.56,-34.87,0
-58.56,-34.86,0
-58.56,-34.85,0
-58.56,-34.84,0
-58.56,-34.83,0
-58.56,-34.82,0
-58.56,-34.81,0
-58.56,-34.8,0
-58.56,-34.79,0
-58.56,-34.78,0
-58.56,-34.77,0
-58.56,-34.76,0
-58.56,-34.75,0
-58.56,-34.74,0
-58.56,-34.73,0
-58.56,-34.72,0
-58.56,-34.71,0
-58.56,-34.7,0
-58.56,-34.69,0
-58.56,-34.68,0
-58.56,-34.67,0
-58.56,-34.66,0
-58.56,-34.65,0
-58.56,-34.64,1
-58.56,-34.63,1
-58.56,-34.62,1
-58.56,-34.61,1
-58.56,-34.6,1
-58.56,-34.59,1
-58.56,-34.58,1
-58.56,-34.57,0
-58.56,-34.56,0
-58.56,-34.55,0
-58.56,-34.54,0
-58.56,-34.53,0
-58.56,-34.52,0
-58.56,-34.51,0
-58.56,-34.5,0
-58.56,-34.49,0
-58.56,-34.48,0
-58.56,-34.47,0
-58.56,-34.46,0
-58.56,-34.45,0
-58.56,-34.44,0
-58.56,-34.43,0
-58.56,-34.42,0
-58.56,-34.41,0
-58.56,-34.4,0
-58.56,-34.39,0
-58.56,-34.38,0
-58.56,-34.37,0
-58.56,-34.36,0
-58.56,-34.35,0
-58.56,-34.34,0
-58.56,-34.33,0
-58.56,-34.32,0
-58.55,-34.93,0
-58.55,-34.92,0
-58.55,-34.91,0
-58.55,-34.9,0
-58.55,-34.89,0
-58.55,-34.88,0
-58.55,-34.87,0
-58.55,-34.86,0
-58.55,-34.85,0
-58.55,-34.84,0
-58.55,-34.83,0
-58.55,-34.82,0
-58.55,-34.81,0
-58.55,-34.8,0
-58.55,-34.79,0
-58.55,-34.78,0
-58.55,-34.77,0
-58.55,-34.76,0
-58.55,-34.75,0
-58.55,-34.74,0
-58.55,-34.73,0
-58.55,-34.72,0
-58.55,-34.71,0
-58.55,-34.7,0
-58.55,-34.69,0
-58.55,-34.68,0
-58.55,-34.67,0
-58.55,-34.66,0
-58.55,-34.65,0
-58.55,-34.64,1
-58.55,-34.63,1
-58.55,-34.62,1
-58.55,-34.61,1
-58.55,-34.6,1
-58.55,-34.59,1
-58.55,-34.58,1
-58.55,-34.57,0
-58.55,-34.56,0
-58.55,-34.55,0
-58.55,-34.54,0
-58.55,-34.53,0
-58.55,-34.52,0
-58.55,-34.51,0
-58.55,-34.5,0
-58.55,-34.49,0
-58.55,-34.48,0
-58.55,-34.47,0
-58.55,-34.46,0
-58.55,-34.45,0
-58.55,-34.44,0
-58.55,-34.43,0
-58.55,-34.42,0
-58.55,-34.41,0
-58.55,-34.4,0
-58.55,-34.39,0
-58.55,-34.38,0
-58.55,-34.37,0
-58.55,-34.36,0
-58.55,-34.35,0
-58.55,-34.34,0
-58.55,-34.33,0
-58.55,-34.32,0
-58.54,-34.93,0
-58.54,-34.92,0
-58.54,-34.91,0
-58.54,-34.9,0
-58.54,-34.89,0
-58.54,-34.88,0
-58.54,-34.87,0
-58.54,-34.86,0
-58.54,-34.85,0
-58.54,-34.84,0
-58.54,-34.83,0
-58.54,-34.82,0
-58.54,-34.81,0
-58.54,-34.8,0
-58.54,-34.79,0
-58.54,-34.78,0
-58.54,-34.77,0
-58.54,-34.76,0
-58.54,-34.75,0
-58.54,-34.74,0
-58.54,-34.73,0
-58.54,-34.72,0
-58.54,-34.71,0
-58.54,-34.7,0
-58.54,-34.69,0
-58.54,-34.68,0
-58.54,-34.67,0
-58.54,-34.66,0
-58.54,-34.65,0
-58.54,-34.64,1
-58.54,-34.63,1
-58.54,-34.62,1
-58.54,-34.61,1
-58.54,-34.6,1
-58.54,-34.59,1
-58.54,-34.58,1
-58.54,-34.57,0
-58.54,-34.56,0
-58.54,-34.55,0
-58.54,-34.54,0
-58.54,-34.53,0
-58.54,-34.52,0
-58.54,-34.51,0
-58.54,-34.5,0
-58.54,-34.49,0
-58.54,-34.48,0
-58.54,-34.47,0
-58.54,-34.46,0
-58.54,-34.45,0
-58.54,-34.44,0
-58.54,-34.43,0
-58.54,-34.42,0
-58.54,-34.41,0
-58.54,-34.4,0
-58.54,-34.39,0
-58.54,-34.38,0
-58.54,-34.37,0
-58.54,-34.36,0
-58.54,-34.35,0
-58.54,-34.34,0
-58.54,-34.33,0
-58.54,-34.32,0
-58.53,-34.93,0
-58.53,-34.92,0
-58.53,-34.91,0
-58.53,-34.9,0
-58.53,-34.89,0
-58.53,-34.88,0
-58.53,-34.87,0
-58.53,-34.86,0
-58.53,-34.85,0
-58.53,-34.84,0
-58.53,-34.83,0
-58.53,-34.82,0
-58.53,-34.81,0
-58.53,-34.8,0
-58.53,-34.79,0
-58.53,-34.78,0
-58.53,-34.77,0
-58.53,-34.76,0
-58.53,-34.75,0
-58.53,-34.74,0
-58.53,-34.73,0
-58.53,-34.72,0
-58.53,-34.71,0
-58.53,-34.7,0
-58.53,-34.69,1
-58.53,-34.68,1
-58.53,-34.67,0
-58.53,-34.66,0
-58.53,-34.65,1
-58.53,-34.64,1
-58.53,-34.63,1
-58.53,-34.62,1
-58.53,-34.61,1
-58.53,-34.6,1
-58.53,-34.59,1
-58.53,-34.58,1
-58.53,-34.57,0
-58.53,-34.56,0
-58.53,-34.55,0
-58.53,-34.54,0
-58.53,-34.53,0
-58.53,-34.52,0
-58.53,-34.51,0
-58.53,-34.5,0
-58.53,-34.49,0
-58.53,-34.48,0
-58.53,-34.47,0
-58.53,-34.46,0
-58.53,-34.45,0
-58.53,-34.44,0
-58.53,-34.43,0
-58.53,-34.42,0
-58.53,-34.41,0
-58.53,-34.4,0
-58.53,-34.39,0
-58.53,-34.38,0
-58.53,-34.37,0
-58.53,-34.36,0
-58.53,-34.35,0
-58.53,-34.34,0
-58.53,-34.33,0
-58.53,-34.32,0
-58.52,-34.93,0
-58.52,-34.92,0
-58.52,-34.91,0
-58.52,-34.9,0
-58.52,-34.89,0
-58.52,-34.88,0
-58.52,-34.87,0
-58.52,-34.86,0
-58.52,-34.85,0
-58.52,-34.84,0
-58.52,-34.83,0
-58.52,-34.82,0
-58.52,-34.81,0
-58.52,-34.8,0
-58.52,-34.79,0
-58.52,-34.78,0
-58.52,-34.77,0
-58.52,-34.76,0
-58.52,-34.75,0
-58.52,-34.74,0
-58.52,-34.73,0
-58.52,-34.72,0
-58.52,-34.71,0
-58.52,-34.7,1
-58.52,-34.69,0
-58.52,-34.68,0
-58.52,-34.67,0
-58.52,-34.66,0
-58.52,-34.65,1
-58.52,-34.64,1
-58.52,-34.63,1
-58.52,-34.62,1
-58.52,-34.61,1
-58.52,-34.6,1
-58.52,-34.59,1
-58.52,-34.58,0
-58.52,-34.57,0
-58.52,-34.56,0
-58.52,-34.55,0
-58.52,-34.54,0
-58.52,-34.53,0
-58.52,-34.52,0
-58.52,-34.51,0
-58.52,-34.5,0
-58.52,-34.49,0
-58.52,-34.48,0
-58.52,-34.47,0
-58.52,-34.46,0
-58.52,-34.45,0
-58.52,-34.44,0
-58.52,-34.43,0
-58.52,-34.42,0
-58.52,-34.41,0
-58.52,-34.4,0
-58.52,-34.39,0
-58.52,-34.38,0
-58.52,-34.37,0
-58.52,-34.36,0
-58.52,-34.35,0
-58.52,-34.34,0
-58.52,-34.33,0
-58.52,-34.32,0
-58.51,-34.93,0
-58.51,-34.92,0
-58.51,-34.91,0
-58.51,-34.9,0
-58.51,-34.89,0
-58.51,-34.88,0
-58.51,-34.87,0
-58.51,-34.86,0
-58.51,-34.85,0
-58.51,-34.84,0
-58.51,-34.83,0
-58.51,-34.82,0
-58.51,-34.81,0
-58.51,-34.8,0
-58.51,-34.79,0
-58.51,-34.78,0
-58.51,-34.77,0
-58.51,-34.76,0
-58.51,-34.75,0
-58.51,-34.74,0
-58.51,-34.73,0
-58.51,-34.72,0
-58.51,-34.71,0
-58.51,-34.7,1
-58.51,-34.69,1
-58.51,-34.68,1
-58.51,-34.67,1
-58.51,-34.66,1
-58.51,-34.65,1
-58.51,-34.64,1
-58.51,-34.63,1
-58.51,-34.62,1
-58.51,-34.61,1
-58.51,-34.6,1
-58.51,-34.59,1
-58.51,-34.58,0
-58.51,-34.57,0
-58.51,-34.56,0
-58.51,-34.55,0
-58.51,-34.54,0
-58.51,-34.53,0
-58.51,-34.52,0
-58.51,-34.51,0
-58.51,-34.5,0
-58.51,-34.49,0
-58.51,-34.48,0
-58.51,-34.47,0
-58.51,-34.46,0
-58.51,-34.45,0
-58.51,-34.44,0
-58.51,-34.43,0
-58.51,-34.42,0
-58.51,-34.41,0
-58.51,-34.4,0
-58.51,-34.39,0
-58.51,-34.38,0
-58.51,-34.37,0
-58.51,-34.36,0
-58.51,-34.35,0
-58.51,-34.34,0
-58.51,-34.33,0
-58.51,-34.32,0
-58.5,-34.93,0
-58.5,-34.92,0
-58.5,-34.91,0
-58.5,-34.9,0
-58.5,-34.89,0
-58.5,-34.88,0
-58.5,-34.87,0
-58.5,-34.86,0
-58.5,-34.85,0
-58.5,-34.84,0
-58.5,-34.83,0
-58.5,-34.82,0
-58.5,-34.81,0
-58.5,-34.8,0
-58.5,-34.79,0
-58.5,-34.78,0
-58.5,-34.77,0
-58.5,-34.76,0
-58.5,-34.75,0
-58.5,-34.74,0
-58.5,-34.73,0
-58.5,-34.72,0
-58.5,-34.71,1
-58.5,-34.7,1
-58.5,-34.69,1
-58.5,-34.68,1
-58.5,-34.67,1
-58.5,-34.66,1
-58.5,-34.65,1
-58.5,-34.64,1
-58.5,-34.63,1
-58.5,-34.62,1
-58.5,-34.61,1
-58.5,-34.6,1
-58.5,-34.59,1
-58.5,-34.58,0
-58.5,-34.57,0
-58.5,-34.56,0
-58.5,-34.55,0
-58.5,-34.54,0
-58.5,-34.53,0
-58.5,-34.52,0
-58.5,-34.51,0
-58.5,-34.5,0
-58.5,-34.49,0
-58.5,-34.48,0
-58.5,-34.47,0
-58.5,-34.46,0
-58.5,-34.45,0
-58.5,-34.44,0
-58.5,-34.43,0
-58.5,-34.42,0
-58.5,-34.41,0
-58.5,-34.4,0
-58.5,-34.39,0
-58.5,-34.38,0
-58.5,-34.37,0
-58.5,-34.36,0
-58.5,-34.35,0
-58.5,-34.34,0
-58.5,-34.33,0
-58.5,-34.32,0
-58.49,-34.93,0
-58.49,-34.92,0
-58.49,-34.91,0
-58.49,-34.9,0
-58.49,-34.89,0
-58.49,-34.88,0
-58.49,-34.87,0
-58.49,-34.86,0
-58.49,-34.85,0
-58.49,-34.84,0
-58.49,-34.83,0
-58.49,-34.82,0
-58.49,-34.81,0
-58.49,-34.8,0
-58.49,-34.79,0
-58.49,-34.78,0
-58.49,-34.77,0
-58.49,-34.76,0
-58.49,-34.75,0
-58.49,-34.74,0
-58.49,-34.73,0
-58.49,-34.72,0
-58.49,-34.71,1
-58.49,-34.7,1
-58.49,-34.69,1
-58.49,-34.68,1
-58.49,-34.67,1
-58.49,-34.66,1
-58.49,-34.65,1
-58.49,-34.64,1
-58.49,-34.63,1
-58.49,-34.62,1
-58.49,-34.61,1
-58.49,-34.6,1
-58.49,-34.59,1
-58.49,-34.58,0
-58.49,-34.57,0
-58.49,-34.56,0
-58.49,-34.55,0
-58.49,-34.54,0
-58.49,-34.53,0
-58.49,-34.52,0
-58.49,-34.51,0
-58.49,-34.5,0
-58.49,-34.49,0
-58.49,-34.48,0
-58.49,-34.47,0
-58.49,-34.46,0
-58.49,-34.45,0
-58.49,-34.44,0
-58.49,-34.43,0
-58.49,-34.42,0
-58.49,-34.41,0
-58.49,-34.4,0
-58.49,-34.39,0
-58.49,-34.38,0
-58.49,-34.37,0
-58.49,-34.36,0
-58.49,-34.35,0
-58.49,-34.34,0
-58.49,-34.33,0
-58.49,-34.32,0
-58.48,-34.93,0
-58.48,-34.92,0
-58.48,-34.91,0
-58.48,-34.9,0
-58.48,-34.89,0
-58.48,-34.88,0
-58.48,-34.87,0
-58.48,-34.86,0
-58.48,-34.85,0
-58.48,-34.84,0
-58.48,-34.83,0
-58.48,-34.82,0
-58.48,-34.81,0
-58.48,-34.8,0
-58.48,-34.79,0
-58.48,-34.78,0
-58.48,-34.77,0
-58.48,-34.76,0
-58.48,-34.75,0
-58.48,-34.74,0
-58.48,-34.73,0
-58.48,-34.72,0
-58.48,-34.71,0
-58.48,-34.7,1
-58.48,-34.69,1
-58.48,-34.68,1
-58.48,-34.67,1
-58.48,-34.66,1
-58.48,-34.65,1
-58.48,-34.64,1
-58.48,-34.63,1
-58.48,-34.62,1
-58.48,-34.61,1
-58.48,-34.6,1
-58.48,-34.59,1
-58.48,-34.58,0
-58.48,-34.57,0
-58.48,-34.56,0
-58.48,-34.55,0
-58.48,-34.54,0
-58.48,-34.53,0
-58.48,-34.52,0
-58.48,-34.51,0
-58.48,-34.5,0
-58.48,-34.49,0
-58.48,-34.48,0
-58.48,-34.47,0
-58.48,-34.46,0
-58.48,-34.45,0
-58.48,-34.44,0
-58.48,-34.43,0
-58.48,-34.42,0
-58.48,-34.41,0
-58.48,-34.4,0
-58.48,-34.39,0
-58.48,-34.38,0
-58.48,-34.37,0
-58.48,-34.36,0
-58.48,-34.35,0
-58.48,-34.34,0
-58.48,-34.33,0
-58.48,-34.32,0
-58.47,-34.93,0
-58.47,-34.92,0
-58.47,-34.91,0
-58.47,-34.9,0
-58.47,-34.89,0
-58.47,-34.88,0
-58.47,-34.87,0
-58.47,-34.86,0
-58.47,-34.85,0
-58.47,-34.84,0
-58.47,-34.83,0
-58.47,-34.82,0
-58.47,-34.81,0
-58.47,-34.8,0
-58.47,-34.79,0
-58.47,-34.78,0
-58.47,-34.77,0
-58.47,-34.76,0
-58.47,-34.75,0
-58.47,-34.74,0
-58.47,-34.73,0
-58.47,-34.72,0
-58.47,-34.71,1
-58.47,-34.7,1
-58.47,-34.69,1
-58.47,-34.68,1
-58.47,-34.67,1
-58.47,-34.66,1
-58.47,-34.65,1
-58.47,-34.64,1
-58.47,-34.63,1
-58.47,-34.62,1
-58.47,-34.61,1
-58.47,-34.6,1
-58.47,-34.59,1
-58.47,-34.58,0
-58.47,-34.57,0
-58.47,-34.56,0
-58.47,-34.55,0
-58.47,-34.54,0
-58.47,-34.53,0
-58.47,-34.52,0
-58.47,-34.51,0
-58.47,-34.5,0
-58.47,-34.49,0
-58.47,-34.48,0
-58.47,-34.47,0
-58.47,-34.46,0
-58.47,-34.45,0
-58.47,-34.44,0
-58.47,-34.43,0
-58.47,-34.42,0
-58.47,-34.41,0
-58.47,-34.4,0
-58.47,-34.39,0
-58.47,-34.38,0
-58.47,-34.37,0
-58.47,-34.36,0
-58.47,-34.35,0
-58.47,-34.34,0
-58.47,-34.33,0
-58.47,-34.32,0
-58.46,-34.93,0
-58.46,-34.92,0
-58.46,-34.91,0
-58.46,-34.9,0
-58.46,-34.89,0
-58.46,-34.88,0
-58.46,-34.87,0
-58.46,-34.86,0
-58.46,-34.85,0
-58.46,-34.84,0
-58.46,-34.83,0
-58.46,-34.82,0
-58.46,-34.81,0
-58.46,-34.8,0
-58.46,-34.79,0
-58.46,-34.78,0
-58.46,-34.77,0
-58.46,-34.76,0
-58.46,-34.75,0
-58.46,-34.74,0
-58.46,-34.73,1
-58.46,-34.72,1
-58.46,-34.71,1
-58.46,-34.7,1
-58.46,-34.69,1
-58.46,-34.68,1
-58.46,-34.67,1
-58.46,-34.66,1
-58.46,-34.65,1
-58.46,-34.64,1
-58.46,-34.63,1
-58.46,-34.62,1
-58.46,-34.61,1
-58.46,-34.6,1
-58.46,-34.59,1
-58.46,-34.58,0
-58.46,-34.57,0
-58.46,-34.56,0
-58.46,-34.55,0
-58.46,-34.54,0
-58.46,-34.53,0
-58.46,-34.52,0
-58.46,-34.51,0
-58.46,-34.5,0
-58.46,-34.49,0
-58.46,-34.48,0
-58.46,-34.47,0
-58.46,-34.46,0
-58.46,-34.45,0
-58.46,-34.44,0
-58.46,-34.43,0
-58.46,-34.42,0
-58.46,-34.41,0
-58.46,-34.4,0
-58.46,-34.39,0
-58.46,-34.38,0
-58.46,-34.37,0
-58.46,-34.36,0
-58.46,-34.35,0
-58.46,-34.34,0
-58.46,-34.33,0
-58.46,-34.32,0
-58.45,-34.93,0
-58.45,-34.92,0
-58.45,-34.91,0
-58.45,-34.9,0
-58.45,-34.89,0
-58.45,-34.88,0
-58.45,-34.87,0
-58.45,-34.86,0
-58.45,-34.85,0
-58.45,-34.84,0
-58.45,-34.83,0
-58.45,-34.82,0
-58.45,-34.81,0
-58.45,-34.8,0
-58.45,-34.79,0
-58.45,-34.78,0
-58.45,-34.77,0
-58.45,-34.76,0
-58.45,-34.75,0
-58.45,-34.74,0
-58.45,-34.73,1
-58.45,-34.72,1
-58.45,-34.71,1
-58.45,-34.7,1
-58.45,-34.69,1
-58.45,-34.68,1
-58.45,-34.67,1
-58.45,-34.66,1
-58.45,-34.65,1
-58.45,-34.64,1
-58.45,-34.63,1
-58.45,-34.62,1
-58.45,-34.61,1
-58.45,-34.6,1
-58.45,-34.59,1
-58.45,-34.58,0
-58.45,-34.57,0
-58.45,-34.56,0
-58.45,-34.55,0
-58.45,-34.54,0
-58.45,-34.53,0
-58.45,-34.52,0
-58.45,-34.51,0
-58.45,-34.5,0
-58.45,-34.49,0
-58.45,-34.48,0
-58.45,-34.47,0
-58.45,-34.46,0
-58.45,-34.45,0
-58.45,-34.44,0
-58.45,-34.43,0
-58.45,-34.42,0
-58.45,-34.41,0
-58.45,-34.4,0
-58.45,-34.39,0
-58.45,-34.38,0
-58.45,-34.37,0
-58.45,-34.36,0
-58.45,-34.35,0
-58.45,-34.34,0
-58.45,-34.33,0
